areaLand,isPartOf_label
{2.65e+07|2.82309e+07},{Catawba County North Carolina|North Carolina}
{3.36e+07|3.36698e+07},{Catawba County North Carolina|North Carolina}
{2.371e+08|3.81573e+08},{Cumberland County North Carolina|North Carolina}
{4.55838e+07|4.56e+07},{Davidson County North Carolina|North Carolina}
{2.51229e+07|2.52e+07},{Edgecombe County North Carolina|North Carolina}
{5.30948e+07|5.32e+07},{Iredell County North Carolina|North Carolina}
{4.32528e+07|4.33e+07},NULL
{3.46e+07|3.47058e+07},{North Carolina|Rockingham County North Carolina}
{2.2e+06|2.20149e+06},{Adams County North Dakota|North Dakota}
{1.60579e+06|1.61e+06},{Adams County North Dakota|North Dakota}
{980000.0|984195.0},{Barnes County North Dakota|North Dakota}
{360000.0|362598.0},{Barnes County North Dakota|North Dakota}
{2.53819e+06|2.54e+06},{Barnes County North Dakota|North Dakota}
{440000.0|440298.0},{Bottineau County North Dakota|North Dakota}
{2.82e+06|2.82309e+06},{Bottineau County North Dakota|North Dakota}
{828796.0|830000.0},{Bottineau County North Dakota|North Dakota}
{388498.0|390000.0},{Bottineau County North Dakota|North Dakota}
{207199.0|210000.0},{Bottineau County North Dakota|North Dakota}
{906496.0|910000.0},{Bottineau County North Dakota|North Dakota}
{336698.0|340000.0},{Bottineau County North Dakota|North Dakota}
{440000.0|440298.0},{Bottineau County North Dakota|North Dakota}
{258999.0|260000.0},{Bottineau County North Dakota|North Dakota}
{1.19e+06|1.19139e+06},{Bottineau County North Dakota|North Dakota}
{850000.0|854696.0},{Bottineau County North Dakota|North Dakota}
{3.91e+06|3.91088e+06},{Bowman County North Dakota|North Dakota}
{699297.0|700000.0},{Burke County North Dakota|North Dakota}
{2.9e+06|2.90079e+06},{Burleigh County North Dakota|North Dakota}
{2.48639e+06|2.49e+06},{Cass County North Dakota|North Dakota}
{7.604e+07|7.60421e+07},{Cavalier County North Dakota|North Dakota}
{5.46e+06|5.46487e+06},{Foster County North Dakota|North Dakota}
{776996.0|780000.0},{Emmons County North Dakota|North Dakota}
{4.99868e+06|5e+06},{Golden Valley County North Dakota|North Dakota}
{5.15667e+07|5.157e+07},{Grand Forks County North Dakota|Greater Grand Forks|North Dakota}
{3.15979e+06|3.16e+06},{McHenry County North Dakota|North Dakota}
{3.7e+06|3.70368e+06},{McKenzie County North Dakota|North Dakota}
{6.83757e+06|6.84e+06},{Morton County North Dakota|North Dakota}
{2.85676e+07|2.857e+07},{Morton County North Dakota|North Dakota}
{2.66769e+06|2.67e+06},{Nelson County North Dakota|North Dakota}
{1.19e+06|1.19139e+06},{North Dakota|Oliver County North Dakota}
{360000.0|362598.0},{North Dakota|Pembina County North Dakota}
{1.683e+07|1.68349e+07},{North Dakota|Ramsey County North Dakota}
{490000.0|492098.0},{North Dakota|Richland County North Dakota}
{2.58999e+06|2.59e+06},{North Dakota|Rolette County North Dakota}
{1.16549e+06|1.17e+06},{North Dakota|Rolette County North Dakota}
{3.51461e+07|3.515e+07},{Allen County Ohio|Ohio}
{1.608e+07|1.60838e+07},{Auglaize County Ohio|Ohio}
{1.73e+07|1.73011e+07},{Butler County Ohio|Ohio}
{1.204e+07|1.20434e+07},{Cuyahoga County Ohio|Ohio}
{1.186e+07|1.18621e+07},{Geauga County Ohio|Ohio}
{1.64464e+07|1.645e+07},{Cambridge Township Guernsey County Ohio|Guernsey County Ohio|Jackson Township Guernsey County Ohio|Ohio}
{6.902e+07|6.90232e+07},{Lake County Ohio|Ohio}
{5.38977e+07|5.39e+07},{Lorain County Ohio|Ohio}
{1.274e+07|1.27427e+07},{Lorain County Ohio|Ohio}
{1.186e+07|1.18621e+07},{Mahoning County Ohio|Ohio}
{5.67e+06|5.67207e+06},{Montgomery County Ohio|Ohio}
{3.196e+07|3.19605e+07},{Montgomery County Ohio|Ohio}
{1.458e+07|1.45816e+07},{Ohio|Portage County Ohio}
{2.779e+07|2.77906e+07},{Ohio|Scioto County Ohio}
{3.113e+07|3.11317e+07},{Ohio|Shelby County Ohio}
{6.594e+07|6.59411e+07},{Ohio|Stark County Ohio}
{2.341e+07|2.34135e+07},{Ohio|Summit County Ohio}
{1.60657e+08|1.6066e+08},{Ohio|Summit County Ohio}
{7.04e+06|7.04477e+06},{Ohio|Summit County Ohio}
{4.426e+07|4.42629e+07},{Ohio|Summit County Ohio}
{1.10074e+07|1.101e+07},{Ohio|Trumbull County Ohio}
{2.22998e+07|2.23e+07},{Ohio|Trumbull County Ohio}
{4.21391e+07|4.214e+07},{Ohio|Union County Ohio}
{3.35662e+07|3.357e+07},{Ohio|Warren County Ohio}
{2.183e+07|2.18336e+07},{Ohio|Washington County Ohio}
{1.432e+07|1.43226e+07},{Ohio|Williams County Ohio}
{3.253e+07|3.25303e+07},{Ohio|Wood County Ohio}
{2.981e+07|2.98108e+07},{Ohio|Wood County Ohio}
{1.83889e+07|1.84e+07},{Caddo County Oklahoma|Oklahoma}
9.09928e+06,{Comanche County Oklahoma|Oklahoma}
{4.584e+08|4.58428e+08},{Cleveland County Oklahoma|Oklahoma}
{7.40737e+07|7.42e+07},{Le Flore County Oklahoma|Oklahoma}
{1.89e+07|1.89069e+07},{Lincoln County Oklahoma|Oklahoma}
NULL,NULL
{1.94249e+07|1.95e+07},{Oklahoma|Oklahoma County Oklahoma}
{2.20408e+08|2.205e+08},{Oklahoma|Oklahoma County Oklahoma}
{7.21e+07|7.22607e+07},{Oklahoma|Payne County Oklahoma}
{4.06e+07|4.06628e+07},{Oklahoma|Pittsburg County Oklahoma}
6.58522e+06,{Oklahoma|Washita County Oklahoma}
{1.96839e+06|1.97e+06},{Baker County Oregon|Oregon}
{958296.0|960000.0},{Baker County Oregon|Oregon}
{207199.0|210000.0},{Baker County Oregon|Oregon}
{1.854e+07|1.85443e+07},{Baker County Oregon|Oregon}
{5.64617e+06|5.65e+06},{Baker County Oregon|Oregon}
{1.65759e+06|1.66e+06},{Baker County Oregon|Oregon}
{595697.0|600000.0},{Benton County Oregon|Oregon}
{1.32e+06|1.32089e+06},{Benton County Oregon|Oregon}
{1.94e+06|1.94249e+06},{Baker County Oregon|Oregon}
{4.81738e+06|4.82e+06},{Benton County Oregon|Oregon}
{129499.0|130000.0},{Clackamas County Oregon|Oregon}
{5.20588e+06|5.21e+06},{Clackamas County Oregon|Oregon}
{9.71e+06|9.71246e+06},{Clackamas County Oregon|Oregon}
{2.14451e+07|2.145e+07},{Clackamas County Oregon|Oregon}
{180000.0|181299.0},{Clackamas County Oregon|Oregon}
{5.72e+06|5.72387e+06},{Clackamas County Oregon|Oregon}
{8.13e+06|8.13256e+06},{Clackamas County Oregon|Oregon}
{3.98858e+06|3.99e+06},{Clatsop County Oregon|Oregon}
1.914e+07,{Clackamas County Oregon|Oregon}
{4.92e+06|4.92098e+06},{Clatsop County Oregon|Oregon}
{3.307e+07|3.30741e+07},{Clatsop County Oregon|Oregon}
{1.02e+07|1.02046e+07},{Clatsop County Oregon|Oregon}
{3.08e+06|3.08209e+06},{Columbia County Oregon|Oregon}
{155399.0|160000.0},{Columbia County Oregon|Oregon}
{1.99e+06|1.99429e+06},{Columbia County Oregon|Oregon}
{4.55838e+06|4.56e+06},{Columbia County Oregon|Oregon}
{7.12e+06|7.12247e+06},{Columbia County Oregon|Oregon}
{1.173e+07|1.17326e+07},{Columbia County Oregon|Oregon}
{4.16988e+06|4.17e+06},{Columbia County Oregon|Oregon}
{2.745e+07|2.74539e+07},{Coos County Oregon|Oregon}
{5.17998e+06|5.18e+06},{Coos County Oregon|Oregon}
{7.17e+06|7.17427e+06},{Coos County Oregon|Oregon}
{7.14837e+06|7.15e+06},{Coos County Oregon|Oregon}
{1.015e+07|1.01528e+07},{Coos County Oregon|Oregon}
{2.828e+07|2.82827e+07},{Crook County Oregon|Oregon}
{4.16988e+06|4.17e+06},{Coos County Oregon|Oregon}
{1.52809e+06|1.53e+06},{Coos County Oregon|Oregon}
{1.002e+07|1.00233e+07},{Curry County Oregon|Oregon}
{4.04e+06|4.04038e+06},{Curry County Oregon|Oregon}
{6.55e+06|6.55267e+06},{Curry County Oregon|Oregon}
{1.80781e+07|1.808e+07},{Deschutes County Oregon|Oregon}
{4.34859e+07|4.349e+07},{Deschutes County Oregon|Oregon}
{4.84e+06|4.84328e+06},{Deschutes County Oregon|Oregon}
{8.54955e+07|8.55e+07},{Deschutes County Oregon|Oregon}
{2.51e+06|2.51229e+06},{Douglas County Oregon|Oregon}
{1.57989e+06|1.58e+06},{Douglas County Oregon|Oregon}
{595697.0|600000.0},{Douglas County Oregon|Oregon}
{1.036e+06|1.04e+06},{Douglas County Oregon|Oregon}
{6.5e+06|6.50087e+06},{Douglas County Oregon|Oregon}
{1.89e+06|1.89069e+06},{Douglas County Oregon|Oregon}
{5.30948e+06|5.31e+06},{Douglas County Oregon|Oregon}
{2.59258e+07|2.593e+07},{Douglas County Oregon|Oregon}
{1.63e+06|1.63169e+06},{Douglas County Oregon|Oregon}
{4.61e+06|4.61018e+06},{Gilliam County Oregon|Oregon}
{2.14969e+06|2.15e+06},{Gilliam County Oregon|Oregon}
{1.73529e+06|1.74e+06},{Douglas County Oregon|Oregon}
{6.86e+06|6.86347e+06},{Douglas County Oregon|Oregon}
{2.61589e+06|2.62e+06},{Gilliam County Oregon|Oregon}
{3.65e+06|3.65188e+06},{Grant County Oregon|Oregon}
{958296.0|960000.0},{Grant County Oregon|Oregon}
{1.37e+06|1.37269e+06},{Grant County Oregon|Oregon}
{4.84e+06|4.84328e+06},{Grant County Oregon|Oregon}
{2.64e+06|2.64179e+06},{Grant County Oregon|Oregon}
{1.32e+06|1.32089e+06},{Grant County Oregon|Oregon}
{1.76e+06|1.76119e+06},{Grant County Oregon|Oregon}
{2.56e+06|2.56409e+06},{Grant County Oregon|Oregon}
{9.19e+06|9.19446e+06},{Harney County Oregon|Oregon}
{2.07e+06|2.07199e+06},{Grant County Oregon|Oregon}
{5.38718e+06|5.39e+06},{Harney County Oregon|Oregon}
{5.38718e+06|5.39e+06},{Hood River County Oregon|Oregon}
{6.6e+06|6.60447e+06},{Hood River County Oregon|Oregon}
{1.06e+06|1.0619e+06},{Jackson County Oregon|Oregon}
{1.01e+07|1.0101e+07},{Jackson County Oregon|Oregon}
{7.66636e+06|7.67e+06},{Jackson County Oregon|Oregon}
{1.99e+06|1.99429e+06},{Jackson County Oregon|Oregon}
{4.89508e+06|4.9e+06},{Jackson County Oregon|Oregon}
{3.72958e+06|3.73e+06},{Jackson County Oregon|Oregon}
{2.51e+06|2.51229e+06},{Jackson County Oregon|Oregon}
{3.44e+06|3.44468e+06},{Jackson County Oregon|Oregon}
{1.3e+07|1.30017e+07},{Jefferson County Oregon|Oregon}
{1.78709e+06|1.79e+06},{Jefferson County Oregon|Oregon}
{1.24e+06|1.24319e+06},{Jefferson County Oregon|Oregon}
{4.68788e+06|4.69e+06},{Josephine County Oregon|Oregon}
{2.12e+06|2.12379e+06},{Klamath County Oregon|Oregon}
{2.815e+07|2.81532e+07},{Josephine County Oregon|Oregon}
{2.12e+06|2.12379e+06},{Klamath County Oregon|Oregon}
{1.29e+06|1.29499e+06},{Klamath County Oregon|Oregon}
{1.19e+06|1.19139e+06},{Klamath County Oregon|Oregon}
{1.13959e+06|1.14e+06},{Lake County Oregon|Oregon}
{6.03e+06|6.03467e+06},{Lake County Oregon|Oregon}
{9.73836e+06|9.74e+06},{Lane County Oregon|Oregon}
{2.46e+06|2.46049e+06},{Lane County Oregon|Oregon}
{5.13077e+07|5.131e+07},{Klamath County Oregon|Oregon}
{4.4e+06|4.40298e+06},{Lane County Oregon|Oregon}
{1.37269e+07|1.373e+07},{Lane County Oregon|Oregon}
{6.99e+06|6.99297e+06},{Lane County Oregon|Oregon}
{6.11e+06|6.11237e+06},{Lane County Oregon|Oregon}
{5.43898e+06|5.44e+06},{Lane County Oregon|Oregon}
{2.25e+06|2.25329e+06},{Lane County Oregon|Oregon}
{850000.0|854696.0},{Lane County Oregon|Oregon}
{4.68788e+06|4.69e+06},{Lincoln County Oregon|Oregon}
{6.65627e+06|6.66e+06},{Lane County Oregon|Oregon}
{2.34394e+07|2.344e+07},{Lincoln County Oregon|Oregon}
{1.463e+07|1.46334e+07},{Lincoln County Oregon|Oregon}
{1.63e+06|1.63169e+06},{Lincoln County Oregon|Oregon}
{7.17e+06|7.17427e+06},{Lincoln County Oregon|Oregon}
{5.64617e+06|5.65e+06},{Lincoln County Oregon|Oregon}
{3.47e+06|3.47058e+06},{Linn County Oregon|Oregon}
{2.35689e+06|2.36e+06},{Lincoln County Oregon|Oregon}
{1.45e+06|1.45039e+06},{Linn County Oregon|Oregon}
{3.62598e+06|3.63e+06},{Linn County Oregon|Oregon}
{1.72752e+07|1.728e+07},{Linn County Oregon|Oregon}
{1.147e+07|1.14736e+07},{Linn County Oregon|Oregon}
{980000.0|984195.0},{Linn County Oregon|Oregon}
{2.25e+06|2.25329e+06},{Linn County Oregon|Oregon}
{800000.0|802896.0},{Linn County Oregon|Oregon}
{1.37269e+07|1.373e+07},{Linn County Oregon|Oregon}
{9.79e+06|9.79016e+06},{Linn County Oregon|Oregon}
{310000.0|310799.0},{Linn County Oregon|Oregon}
{620000.0|621597.0},{Malheur County Oregon|Oregon}
{5.38718e+06|5.39e+06},{Malheur County Oregon|Oregon}
{1.339e+07|1.33902e+07},{Malheur County Oregon|Oregon}
{2.95e+06|2.95259e+06},{Malheur County Oregon|Oregon}
{2.64e+06|2.64179e+06},{Marion County Oregon|Oregon}
{1.24e+06|1.24319e+06},{Marion County Oregon|Oregon}
{1.52809e+06|1.53e+06},{Marion County Oregon|Oregon}
{569797.0|570000.0},{Marion County Oregon|Oregon}
{1.01e+06|1.0101e+06},{Marion County Oregon|Oregon}
{1.83889e+06|1.84e+06},{Marion County Oregon|Oregon}
{1.96839e+06|1.97e+06},{Marion County Oregon|Oregon}
{1.836e+07|1.8363e+07},{Marion County Oregon|Oregon}
{8.88e+06|8.88366e+06},{Marion County Oregon|Oregon}
{750000.0|751097.0},{Marion County Oregon|Oregon}
{2.40869e+06|2.41e+06},{Marion County Oregon|Oregon}
{7.35557e+06|7.36e+06},{Marion County Oregon|Oregon}
{1.39082e+07|1.391e+07},{Marion County Oregon|Oregon}
{3.7e+06|3.70368e+06},{Marion County Oregon|Oregon}
{9.81605e+06|9.82e+06},{Morrow County Oregon|Oregon}
{1.68e+06|1.68349e+06},{Morrow County Oregon|Oregon}
{3.18569e+06|3.19e+06},{Morrow County Oregon|Oregon}
{3.36698e+06|3.37e+06},{Morrow County Oregon|Oregon}
{1.13959e+06|1.14e+06},{Morrow County Oregon|Oregon}
{8e+06|8.00306e+06},{Multnomah County Oregon|Oregon}
{440000.0|440298.0},{Multnomah County Oregon|Oregon}
{1.538e+07|1.53845e+07},{Multnomah County Oregon|Oregon}
{2.43e+06|2.43459e+06},{Multnomah County Oregon|Oregon}
{1.24578e+07|1.246e+07},{Oregon|Polk County Oregon}
{6.00877e+07|6.009e+07},{Multnomah County Oregon|Oregon}
{3.10799e+06|3.11e+06},{Oregon|Polk County Oregon}
{7.07e+06|7.07067e+06},{Oregon|Polk County Oregon}
{5.8e+06|5.80157e+06},{Oregon|Polk County Oregon}
{1.32e+06|1.32089e+06},{Oregon|Sherman County Oregon}
{3.08e+06|3.08209e+06},{Oregon|Sherman County Oregon}
{1.26909e+06|1.27e+06},{Oregon|Sherman County Oregon}
{2.58999e+06|2.59e+06},{Oregon|Sherman County Oregon}
{3.26e+06|3.26339e+06},{Oregon|Tillamook County Oregon}
{2.56e+06|2.56409e+06},{Oregon|Tillamook County Oregon}
{2.12e+06|2.12379e+06},{Oregon|Tillamook County Oregon}
{620000.0|621597.0},{Oregon|Tillamook County Oregon}
{4.14e+06|4.14398e+06},{Oregon|Tillamook County Oregon}
{1.34679e+06|1.35e+06},{Oregon|Tillamook County Oregon}
{4.4e+06|4.40298e+06},{Oregon|Tillamook County Oregon}
{930000.0|932396.0},{Oregon|Umatilla County Oregon}
{1.47629e+06|1.48e+06},{Oregon|Umatilla County Oregon}
{1.5e+06|1.50219e+06},{Oregon|Umatilla County Oregon}
{2.02278e+07|2.023e+07},{Oregon|Umatilla County Oregon}
{336698.0|340000.0},{Oregon|Umatilla County Oregon}
{5.15e+06|5.15408e+06},{Oregon|Umatilla County Oregon}
{3.75548e+06|3.76e+06},{Oregon|Umatilla County Oregon}
{3.96e+06|3.96268e+06},{Oregon|Umatilla County Oregon}
{620000.0|621597.0},{Oregon|Umatilla County Oregon}
{1.14477e+07|1.145e+07},{Oregon|Umatilla County Oregon}
{1.76e+06|1.76119e+06},{Oregon|Umatilla County Oregon}
{2.72467e+07|2.725e+07},{Oregon|Umatilla County Oregon}
{1.99e+06|1.99429e+06},{Oregon|Union County Oregon}
{2.56e+06|2.56409e+06},{Oregon|Union County Oregon}
{569797.0|570000.0},{Oregon|Union County Oregon}
{2.53819e+06|2.54e+06},{Oregon|Union County Oregon}
{1.186e+07|1.18621e+07},{Oregon|Union County Oregon}
{1.65759e+06|1.66e+06},{Oregon|Union County Oregon}
{6.47e+06|6.47497e+06},{Oregon|Union County Oregon}
{670000.0|673397.0},{Oregon|Union County Oregon}
{3.96e+06|3.96268e+06},{Oregon|Wallowa County Oregon}
{2.27919e+06|2.28e+06},{Oregon|Wallowa County Oregon}
{1.57989e+06|1.58e+06},{Oregon|Wallowa County Oregon}
{776996.0|780000.0},{Oregon|Wallowa County Oregon}
{1.24e+06|1.24319e+06},{Oregon|Wasco County Oregon}
{1.5e+06|1.50219e+06},{Oregon|Wasco County Oregon}
{3.62598e+06|3.63e+06},{Oregon|Wasco County Oregon}
{1.21729e+06|1.22e+06},{Oregon|Wasco County Oregon}
{1.29e+06|1.29499e+06},{Oregon|Wasco County Oregon}
{958296.0|960000.0},{Oregon|Washington County Oregon}
{5.20588e+06|5.21e+06},{Oregon|Washington County Oregon}
{1.06e+06|1.0619e+06},{Oregon|Washington County Oregon}
{1.48665e+07|1.487e+07},{Oregon|Washington County Oregon}
{725197.0|730000.0},{Oregon|Washington County Oregon}
{1.86e+06|1.86479e+06},{Oregon|Washington County Oregon}
{2.33e+06|2.33099e+06},{Oregon|Washington County Oregon}
{1.116e+07|1.11628e+07},{Oregon|Washington County Oregon}
{750000.0|751097.0},{Oregon|Wheeler County Oregon}
{3.26e+06|3.26339e+06},{Oregon|Wheeler County Oregon}
{2.04609e+06|2.05e+06},{Oregon|Wheeler County Oregon}
{1.55e+06|1.55399e+06},{Oregon|Yamhill County Oregon}
{2.27919e+06|2.28e+06},{Oregon|Yamhill County Oregon}
{2.17559e+06|2.18e+06},{Oregon|Yamhill County Oregon}
{3.44e+06|3.44468e+06},{Oregon|Yamhill County Oregon}
{2.33e+06|2.33099e+06},{Oregon|Yamhill County Oregon}
{2.74e+07|2.74021e+07},{Oregon|Yamhill County Oregon}
{1.50478e+07|1.505e+07},{Oregon|Yamhill County Oregon}
{1.0878e+06|1.09e+06},{Oregon|Yamhill County Oregon}
{5.07638e+06|5.08e+06},{Oregon|Yamhill County Oregon}
{1.06e+07|1.0619e+07},{Beaver County Pennsylvania|Pennsylvania}
{6.99297e+06|7e+06},{Butler County Pennsylvania|Pennsylvania}
NULL,NULL
NULL,NULL
NULL,NULL
NULL,NULL
NULL,{McKean County Pennsylvania|Pennsylvania}
NULL,NULL
NULL,{Northumberland County Pennsylvania|Pennsylvania}
NULL,{Pennsylvania|Westmoreland County Pennsylvania}
1.08e+07,{Pennsylvania|Westmoreland County Pennsylvania}
{2.61e+07|2.61589e+07},{Berkeley County South Carolina|South Carolina}
{1.16e+07|1.16549e+07},{Charleston County South Carolina|South Carolina}
{1.25e+07|1.35456e+07},{Dillon County South Carolina|South Carolina}
{2.22739e+07|2.23e+07},{Greenville County South Carolina|South Carolina}
{4.35e+07|4.35118e+07},{Horry County South Carolina|South Carolina}
{2.5e+07|2.51229e+07},{Kershaw County South Carolina|South Carolina}
4.31e+07,{Lexington County South Carolina|South Carolina}
{1.57e+07|1.57989e+07},{Lexington County South Carolina|South Carolina}
{4.96e+07|4.97278e+07},{South Carolina|Spartanburg County South Carolina}
{2.06e+07|2.07199e+07},{South Carolina|Union County South Carolina}
1.11784e+08,{South Carolina|York County South Carolina}
{2.455e+07|2.45531e+07},{Beadle County South Dakota|South Dakota}
{2.209e+07|2.20926e+07},{Butte County South Dakota|South Dakota}
{3.6e+06|3.60008e+06},{Campbell County South Dakota|South Dakota}
{1.04377e+07|1.044e+07},{Clay County South Dakota|South Dakota}
{6.55e+06|6.55267e+06},{Custer County South Dakota|South Dakota}
{2.53819e+06|2.54e+06},{Hand County South Dakota|South Dakota}
{1.16549e+06|1.17e+06},{Hanson County South Dakota|South Dakota}
{1.60579e+06|1.61e+06},{Hanson County South Dakota|South Dakota}
{1.26909e+06|1.27e+06},{Hughes County South Dakota|South Dakota}
{2.87e+06|2.87489e+06},{Hutchinson County South Dakota|South Dakota}
{1.52809e+06|1.53e+06},{South Dakota|Todd County South Dakota}
{699297.0|700000.0},{South Dakota|Tripp County South Dakota}
{5.69797e+06|5.7e+06},{South Dakota|Tripp County South Dakota}
{850000.0|854696.0},{South Dakota|Union County South Dakota}
{3.57e+07|3.57418e+07},{Blount County Tennessee|Tennessee}
{2.5e+06|2.58999e+06},{Bradley County Tennessee|Tennessee}
{2.37e+07|2.38279e+07},{Carter County Tennessee|Tennessee}
{2.4e+07|2.40869e+07},{Davidson County Tennessee|Tennessee}
{4.27e+07|4.27348e+07},{Dickson County Tennessee|Tennessee}
{9.8e+06|9.84195e+06},{Fentress County Tennessee|Tennessee}
{2.2e+07|2.20149e+07},{Hardeman County Tennessee|Tennessee}
{2.35689e+07|2.36e+07},{Haywood County Tennessee|Tennessee}
{2.97849e+07|2.99e+07},{Henderson County Tennessee|Tennessee}
2.552e+08,{Knox County Tennessee|Tennessee}
{7.2e+06|7.25197e+06},{McMinn County Tennessee|Tennessee}
{1.036e+07|1.04e+07},{Putnam County Tennessee|Tennessee}
{1.57989e+07|1.59e+07},{Rhea County Tennessee|Tennessee}
{5.69e+07|5.69797e+07},{Sumner County Tennessee|Tennessee}
{2.95259e+07|2.96e+07},{Sumner County Tennessee|Tennessee}
{8.96136e+07|8.97e+07},{Tennessee|Williamson County Tennessee}
{7.76996e+07|7.78e+07},{Tennessee|Williamson County Tennessee}
5.677e+07,{Tennessee|Wilson County Tennessee}
{4.9e+06|4.92098e+06},{Angelina County Texas|Texas}
{5.43898e+06|5.5e+06},{Angelina County Texas|Texas}
{1.88e+07|1.89069e+07},{Bastrop County Texas|Texas}
{6.4e+06|6.47497e+06},{Bexar County Texas|Texas}
{4.3e+06|4.40298e+06},{Bexar County Texas|Texas}
{4.8e+06|4.92098e+06},{Brazoria County Texas|Texas}
{1.06e+07|1.0619e+07},{Brewster County Texas|Texas}
{3.26e+07|3.26339e+07},{Brown County Texas|Texas}
{1.76119e+07|1.77e+07},{Burnet County Texas|Texas}
{5.17998e+06|5.2e+06},{Caldwell County Texas|Texas}
3.75289e+08,{Cameron County Texas|Texas}
{5.69797e+06|5.7e+06},{Cameron County Texas|Texas}
{8.54696e+06|8.6e+06},{Camp County Texas|Texas}
{2.12379e+07|2.14e+07},{Childress County Texas|Texas}
7.02e+07,{Collin County Texas|Texas}
{1.36e+07|1.37269e+07},{Collin County Texas|Texas}
{1.11369e+07|1.12e+07},{Collin County Texas|Texas}
{3.10799e+07|3.11e+07},{Dallas County Texas|Texas}
{9.6e+06|9.60886e+06},{Dallas County Texas|Texas}
{3.62598e+06|3.7e+06},{Delta County Texas|Texas}
2.27795e+08,{Denton County Texas|Texas}
{4.66e+07|4.66198e+07},{Ellis County Texas|Texas}
{8.8e+06|8.80596e+06},{Erath County Texas|Texas}
{1.035e+08|1.036e+08},{City|Ellis County Texas|Texas}
{2.42e+07|2.43459e+07},{Fannin County Texas|Texas}
{1.57989e+07|1.58e+07},{Grimes County Texas|Texas}
{1.03e+07|1.036e+07},{Hardin County Texas|Texas}
{4.8e+06|4.92098e+06},{Harris County Texas|Texas}
{1.144e+08|1.14477e+08},{Harris County Texas|Texas}
{7.66e+07|7.66636e+07},{Harrison County Texas|Texas}
{3.3e+06|3.36698e+06},{Hemphill County Texas|Texas}
{1.32089e+07|1.33e+07},{Henderson County Texas|Texas}
{6.2e+06|6.21597e+06},{Hidalgo County Texas|Texas}
{5.9e+06|5.95697e+06},{Hunt County Texas|Texas}
{3.10799e+06|3.2e+06},{Hunt County Texas|Texas}
{2.25329e+07|2.26e+07},{Hutchinson County Texas|Texas}
{2.66769e+07|2.68e+07},Jasper County Texas
{7.2e+07|7.20017e+07},{Johnson County Texas|Texas}
{2.03e+07|3.40324e+07},{Kaufman County Texas|Texas}
